review_content,sentiment
Good for the price range. Comfortable.,Positive
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,Positive
4 anteena raixa price pani sasto works fine thank you,Positive
delivery chai perfect time vayo..thank you daraz team👍👍👍,Positive
excellent product. very easy and comfort to use. recommend !!!,Positive
A week of review. Good till now.,Positive
Doesn’t hold the glow too long.,Negative
"elastic band is bit tight and caused redness, irritation to the baby. Prefer other brands over it.",Negative
"I used the mouse for a couple of months, the scroll function is starting to have problems. So, look for a better option!",Negative
according to price ok.,Positive
"First of all I d like to thanks Shree raj Store for good cooperation. And I am really very happy because I haven't any time to went market to buy this,but you guys helped me to comfortable shopping.",Positive
Good,Positive
great thank u like it.,Positive
black ma order gareko brown Mae Ayo 🗿 but it's fine 👍 satisfied with the product Tara price chae aati high ... 11 11 ma hamlie hoena daraz lae faeda ho 😂 price badayera discount garxan,Neutral
As expected.. It's pretty god smoothie in this price range (under rs.300). I would like to highly recommended to all!\n\nQuality dammi xa smooth ni xa packaging ni ramro thyeoo.. love this!💕,Positive
exactly same just wow 🔥🔥I recommend you to buy jewelry from this store 🥹,Positive
"I expected a soft back,but its good either way",Positive
i have returned the watch. i want to get bill and want to order another product. what should i do?,Neutral
"as per price, the product is rough quality",Negative
Earbuds are really nice with better battery backup \nlightweight and comfortable to use!!!!,Positive
GOOD,Positive
All is good,Positive
good,Positive
Dont you guys double check your orders before sending out for delivery?? Ordered full WHITE received GREY with BLACK border...seriously????,Negative
good products,Positive
good😊,Positive
great,Positive
it didn't work after using 10 days.,Negative
awesome xa I am so happy 😊,Positive
Genuinely one of the best products i’ve even bought Ekdam dami xa quality pani Metal pani Sure ek shot hanyo vani arko hanu pardaina Best 🔥,Positive
Ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,Positive
Aakdam ramro xa 🫣,Positive
"Delivery was fast. Product is good, got it without any defect. I ordered for 2.5 m, but got 1.5 m cable. I'm adjusting with the one I got. It's a 100 rupees cable, so I didn't like to exchange. One this I would like to say to the seller that he/she should check the order properly before the packaging.",Positive
"Color production is good, out of three units purchased, one of them immediately had USB port going inside bulb itself. What an unboxing and first use !\n\nPretty more areas of improvement …",Positive
"i bought size xl, received size L, quality not good,  unsatisfied",Negative
"Brought at 12 December, Seal was broken , vat bill date have 2 month passed\nthat's okay i am using it Very powerful processor\nI asked service center they said within certain time they sell, they get bonus from company which they gave discount to us \nBut happy got discount of 2500 mobile is smooth , everything was fine",Negative
I have ordered in black the printing of it has remove in some places and it's dirty too very disappointed,Negative
as always totally satisfied with each product n happy to get the free gift items as well 😁😁,Positive
Best EarBuds Ever In Budget section . I got in Like 1495 in 12:12 Offer . 0 Delay in Sound Tested well . any one looking into it go for it . build is average Bass is too good . best for gaming and listening music Loved It .,Positive
brush was small but cute ❤️,Positive
BC547 RA 548 KO BHANEKO XA TARA 548 KO MATRA XA😥😥😥😥🤔,Negative
Got the product in good condition and in one day. Totally satisfied with the product and speedy delivery.,Positive
Good,Positive
good quality and there wasn't any damage.. It's worth buying if you're planning \nThe delivery was much faster than I thought. Thank you seller !!!!!\n,Positive
I am satisfied with the product but aali Kati cheteko parecha🤌🤌😢,Positive
"is this refurbished or second hand? because it's obvious that it not a new cube because new cube don't come with so many scratches. I think this cube was used before and now they lubed it and packed it. It doesn't even feel new, it just turn like my very old cube but with magnets. I wanted to buy RS3M but I bought this because it was my first time buying from this seller. thankfully I didn't ordered that. I had so many expectations from this seller. \nI will be keeping this cube because I don't want to go through all the process. I just want a apology from seller.\n2 stars for good unboxing experience and a free cube stand. \n",Negative
actually my size is 37 bt ordered 39 bt still it's tight on ankel n can't wear socks wy it's difference,Negative
Decent proformance and little bit uncomfortable \nbut you should buy it,Positive
"Fake product! Liar seller! Disgrace\nNo pocket, look at the ears! Very disappointed",Negative
Got a cheaper and different  product.,Negative
good deal ..,Positive
Good quality lf you want buy this product ❤️,Positive
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,Positive
GOOD PRODUCT,Positive
good product,Positive
As advertised.,Positive
I order samsung F22 KO CASE NOT A 32,Negative
As per price its fine coz if I increase my 200/400 budget i will the better quality its bit rough and cheaper in quality but still happy that in this price ok ok,Positive
"\""Oh my goodness!!! I don't know where to being appreciating this amazing product.It's a smart watch you would love to have. It's not just classy but efficient too. Every feature is really nice specially the sleep tracking. For me, sleep tracking is is helping me to know about my soundness of sleep. Easy to use and connect with mobile app.Accurate data, Material quality and stylist look give it a very premium look.",Positive
I like this product,Positive
got in different colour but love the product.,Positive
got in different colour but love the product.,Positive
DIFFERENT COLOR DIFFRENT PRODUCT. IT IS BETTER NOT TO SEND WRONG PRODUCT THAN TO GET A BAD REVIEW.,Negative
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,Positive
great,Positive
Good apron,Positive
Completely satisfied with this product.\n\n,Positive
Great Product,Positive
Got all my orders nicely packed and all accessories mentioned were intact. I had small problem starting but was immediately solved by phone call from the seller. It was overall a good experience shopping from this store.,Positive
can I return 3 pcs it dosn't work well...I already use one pcs,Negative
"I request you to exchange it because you sent me large size instead of XL size. Initially, I ordered XL size but Daraz mistakenly sent large size.",Negative
duplicate Saman. photo yauta Saman yauta,Negative
I love it,Positive
fully satisfied. wish if you could add 1 animal book also.,Positive
i odered blue got this wht the hell is going on 🙂🙂🙂🙂,Negative
i got the package...thank you.,Positive
audio ic aipugyo aba kam kasto garxa check garna baki xa,Neutral
ekdum daami 🔥,Positive
"I ordered it and it came out to b broken. inserted the battery but doesn't work, on top of that the packaging was broken and everything was out of the bubble wrap. can I return it bcoz it does nt vibrante as mention & is actually a piece of shit. worst experience ever. don't buy it honestly.",Negative
best skin care Korean sheet mask actually i love it❤️❤️,Positive
earphone baliyo xaina. futne ra chhtney bhaihaalxa,Negative
Got it in good condition,Positive
amazing 😀😍,Positive
